timestamp,district_id,lat,lng,pm25,pm10,aqi,weather_temp,weather_humidity,vehicle_count,avg_speed_kmh,incident_flag,consumption_kwh,peak_demand_kw,renewable_pct,route_id,passenger_count,capacity,delay_min,water_liters,waste_kg
2020-05-26 00:00:00,D01,18.5308,73.8474,29.78,99.14,126.0,31.615251813786543,54.19567657697577,229,50.3,0,253.31,329.3,11.9,R04,8,80,8.0,8233.0,174.5
2020-05-26 01:00:00,D01,18.5308,73.8474,29.84125,98.74458333333334,125.875,31.646933708023557,54.34274169738659,236,57.2,0,265.0,344.5,12.9,R04,10,80,6.9,7275.1,197.5
2020-05-26 02:00:00,D01,18.5308,73.8474,29.9025,98.34916666666666,125.75,31.678615602260564,54.489806817797415,217,52.6,0,267.66,347.96,20.8,R02,12,80,5.2,8489.7,178.7
2020-05-26 03:00:00,D01,18.5308,73.8474,29.96375,97.95375,125.625,31.710297496497574,54.63687193820824,228,56.2,0,260.24,338.32,15.7,R03,6,80,16.2,7862.1,276.2
2020-05-26 04:00:00,D01,18.5308,73.8474,30.025,97.55833333333334,125.5,31.74197939073459,54.78393705861906,205,53.8,0,255.79,332.53,12.8,R04,11,80,8.2,7304.8,223.3
2020-05-26 05:00:00,D01,18.5308,73.8474,30.08625,97.16291666666667,125.375,31.7736612849716,54.93100217902988,254,54.5,0,257.4,334.62,13.1,R01,8,80,5.1,8462.8,244.3
2020-05-26 06:00:00,D01,18.5308,73.8474,30.1475,96.7675,125.25,31.805343179208613,55.078067299440704,1079,35.4,0,531.36,690.76,15.0,R03,34,80,62.3,31201.7,449.1
2020-05-26 07:00:00,D01,18.5308,73.8474,30.20875,96.37208333333334,125.125,31.837025073445623,55.225132419851526,1319,30.7,0,605.43,787.06,14.4,R02,33,80,82.2,25345.3,482.3
2020-05-26 08:00:00,D01,18.5308,73.8474,30.27,95.97666666666667,125.0,31.868706967682638,55.37219754026235,2213,12.4,1,615.9,800.67,20.4,R03,72,80,158.5,25220.4,394.3
2020-05-26 09:00:00,D01,18.5308,73.8474,30.33125,95.58125,124.875,31.900388861919645,55.51926266067317,1982,16.1,1,705.44,917.07,23.3,R05,102,80,141.5,28527.1,480.5
2020-05-26 10:00:00,D01,18.5308,73.8474,30.3925,95.18583333333332,124.75,31.93207075615665,55.66632778108399,2432,8.6,1,728.42,946.94,12.9,R05,92,80,165.1,19918.2,500.6
2020-05-26 11:00:00,D01,18.5308,73.8474,30.45375,94.79041666666669,124.625,31.96375265039367,55.813392901494815,1059,34.6,0,744.44,967.77,21.4,R02,39,80,42.2,19103.3,478.2
2020-05-26 12:00:00,D01,18.5308,73.8474,30.515,94.395,124.5,31.99543454463068,55.96045802190564,1445,33.2,0,739.13,960.87,11.7,R02,48,80,68.1,20862.8,478.2
2020-05-26 13:00:00,D01,18.5308,73.8474,30.57625,93.99958333333332,124.375,32.027116438867694,56.10752314231646,1557,25.9,0,780.56,1014.73,15.6,R04,46,80,107.0,17949.8,460.6
2020-05-26 14:00:00,D01,18.5308,73.8474,30.6375,93.60416666666669,124.25,32.058798333104704,56.25458826272728,1588,27.8,0,784.58,1019.96,21.4,R02,50,80,32.0,19440.9,424.7
2020-05-26 15:00:00,D01,18.5308,73.8474,30.69875,93.20875,124.125,32.090480227341715,56.4016533831381,1190,33.0,0,669.79,870.73,12.2,R01,26,80,43.9,22053.9,521.1
2020-05-26 16:00:00,D01,18.5308,73.8474,30.76,92.81333333333332,124.0,32.122162121578725,56.548718503548926,1361,27.0,0,733.59,953.67,17.3,R03,39,80,105.2,19551.0,349.6
2020-05-26 17:00:00,D01,18.5308,73.8474,30.82125,92.41791666666668,123.875,32.153844015815736,56.69578362395975,1991,11.2,1,691.68,899.18,22.5,R05,78,80,87.4,20092.7,444.7
2020-05-26 18:00:00,D01,18.5308,73.8474,30.8825,92.0225,123.75,32.185525910052746,56.84284874437057,2463,9.8,1,635.11,825.65,23.5,R05,89,80,157.4,24790.1,378.0
2020-05-26 19:00:00,D01,18.5308,73.8474,30.94375,91.62708333333332,123.625,32.21720780428976,56.98991386478139,2537,11.5,1,649.29,844.08,11.6,R05,102,80,103.9,22098.4,416.6
2020-05-26 20:00:00,D01,18.5308,73.8474,31.005,91.23166666666668,123.5,32.24888969852677,57.136978985192215,1083,39.7,0,679.51,883.36,20.4,R05,31,80,45.6,19461.0,444.7
2020-05-26 21:00:00,D01,18.5308,73.8474,31.06625,90.83625,123.375,32.280571592763785,57.28404410560304,1271,35.9,0,699.9,909.87,14.5,R02,40,80,78.9,20134.1,521.2
2020-05-26 22:00:00,D01,18.5308,73.8474,31.1275,90.44083333333332,123.25,32.312253487000795,57.43110922601386,248,58.7,0,615.12,799.66,15.7,R01,8,80,17.9,17888.8,197.3
2020-05-26 23:00:00,D01,18.5308,73.8474,31.18875,90.04541666666667,123.125,32.343935381237806,57.57817434642468,218,58.2,0,267.43,347.66,15.3,R02,12,80,8.5,8261.2,188.9
2020-05-27 00:00:00,D01,18.5308,73.8474,31.25,89.65,123.0,32.375617275474816,57.725239466835504,245,54.1,0,237.51,308.76,13.2,R01,6,80,13.3,8365.3,242.2
2020-05-27 01:00:00,D01,18.5308,73.8474,31.227083333333333,89.49875,122.75,32.39292166356795,57.65047470725885,252,53.0,0,281.16,365.51,16.1,R02,14,80,8.9,7173.1,185.6
2020-05-27 02:00:00,D01,18.5308,73.8474,31.204166666666666,89.34750000000001,122.5,32.41022605166107,57.575709947682185,271,49.4,0,244.44,317.77,11.6,R03,12,80,11.7,9013.1,192.9
2020-05-27 03:00:00,D01,18.5308,73.8474,31.18125,89.19625,122.25,32.4275304397542,57.50094518810553,266,56.3,0,263.33,342.33,20.1,R03,12,80,19.1,7605.3,283.9
2020-05-27 04:00:00,D01,18.5308,73.8474,31.15833333333333,89.045,122.0,32.44483482784732,57.42618042852887,223,55.8,0,231.34,300.74,22.4,R02,13,80,6.1,7743.8,201.6
2020-05-27 05:00:00,D01,18.5308,73.8474,31.135416666666668,88.89375,121.75,32.462139215940454,57.35141566895221,205,56.4,0,238.63,310.22,17.5,R04,12,80,12.0,8304.9,235.4
2020-05-27 06:00:00,D01,18.5308,73.8474,31.1125,88.7425,121.5,32.47944360403358,57.27665090937556,1291,33.3,0,545.0,708.5,16.0,R02,32,80,31.3,27341.2,422.0
2020-05-27 07:00:00,D01,18.5308,73.8474,31.089583333333334,88.59125,121.25,32.49674799212671,57.2018861497989,1289,32.0,0,573.67,745.78,11.9,R03,26,80,50.9,27928.5,1041.5
2020-05-27 08:00:00,D01,18.5308,73.8474,31.066666666666663,88.44,121.0,32.51405238021983,57.12712139022224,2373,5.3,1,578.38,751.89,16.2,R05,95,80,117.5,23094.1,479.5
2020-05-27 09:00:00,D01,18.5308,73.8474,31.04375,88.28875000000001,120.75,32.53135676831296,57.05235663064558,1854,12.6,0,695.85,904.6,22.7,R03,81,80,119.0,29382.3,453.1
2020-05-27 10:00:00,D01,18.5308,73.8474,31.02083333333333,88.1375,120.5,32.548661156406084,56.97759187106893,2250,8.3,1,732.35,952.05,10.1,R02,96,80,73.4,20667.9,540.6
2020-05-27 11:00:00,D01,18.5308,73.8474,30.997916666666665,87.98625,120.25,32.565965544499214,56.90282711149227,1262,29.8,0,710.87,924.13,21.3,R02,38,80,92.4,21254.3,582.0
2020-05-27 12:00:00,D01,18.5308,73.8474,30.975,87.83500000000001,120.0,32.583269932592344,56.82806235191561,1426,27.9,0,735.06,955.57,22.3,R04,47,80,35.0,17058.5,378.8
2020-05-27 13:00:00,D01,18.5308,73.8474,30.95208333333333,87.68375,119.75,32.60057432068547,56.75329759233895,1449,30.4,0,659.26,857.03,11.8,R04,49,80,111.4,18560.4,648.8
2020-05-27 14:00:00,D01,18.5308,73.8474,30.929166666666667,87.5325,119.5,32.6178787087786,56.6785328327623,1266,30.6,0,654.94,851.42,16.7,R01,51,80,30.9,18508.3,532.0
2020-05-27 15:00:00,D01,18.5308,73.8474,30.90625,87.38125,119.25,32.63518309687172,56.60376807318564,1081,31.6,0,711.55,925.02,19.8,R03,47,80,62.4,19490.2,663.6
2020-05-27 16:00:00,D01,18.5308,73.8474,30.883333333333333,87.23,119.0,32.65248748496485,56.52900331360898,1098,36.8,0,742.28,964.97,23.1,R05,30,80,53.8,21048.8,428.0
2020-05-27 17:00:00,D01,18.5308,73.8474,30.860416666666666,87.07875,118.75,32.669791873057974,56.45423855403232,2468,7.0,1,715.58,930.26,10.0,R01,87,80,55.4,19675.7,518.1
2020-05-27 18:00:00,D01,18.5308,73.8474,30.8375,86.9275,118.5,32.687096261151105,56.37947379445566,2035,9.2,1,655.02,851.52,24.0,R03,75,80,85.3,24776.9,454.9
2020-05-27 19:00:00,D01,18.5308,73.8474,30.81458333333333,86.77625,118.25,32.70440064924423,56.30470903487901,2596,10.2,1,623.97,811.16,12.2,R04,85,80,162.8,22000.5,426.7
2020-05-27 20:00:00,D01,18.5308,73.8474,30.791666666666664,86.625,118.0,32.72170503733736,56.22994427530235,1151,33.7,0,725.32,942.92,22.8,R05,43,80,37.2,22294.6,525.7
2020-05-27 21:00:00,D01,18.5308,73.8474,30.76875,86.47375,117.75,32.73900942543048,56.15517951572569,1368,34.4,0,654.07,850.29,17.9,R04,35,80,47.6,19908.6,448.5
2020-05-27 22:00:00,D01,18.5308,73.8474,30.745833333333334,86.32249999999999,117.5,32.75631381352361,56.08041475614904,268,63.1,0,672.2,873.86,22.0,R04,12,80,16.2,20699.6,198.5
2020-05-27 23:00:00,D01,18.5308,73.8474,30.722916666666663,86.17125,117.25,32.773618201616735,56.00564999657238,246,55.2,0,253.92,330.1,22.0,R02,6,80,18.3,6611.6,179.1
2020-05-28 00:00:00,D01,18.5308,73.8474,30.7,86.02,117.0,32.790922589709865,55.93088523699572,219,55.5,0,275.71,358.43,24.9,R02,8,80,15.2,6648.6,200.8
2020-05-28 01:00:00,D01,18.5308,73.8474,30.41708333333333,85.81083333333333,117.375,32.75334274941269,55.846223585721525,232,54.6,0,260.2,338.25,24.4,R03,7,80,9.4,8101.7,151.4
2020-05-28 02:00:00,D01,18.5308,73.8474,30.134166666666665,85.60166666666666,117.75,32.71576290911552,55.76156193444733,248,55.9,0,231.94,301.52,10.6,R04,15,80,8.2,7077.9,264.7
2020-05-28 03:00:00,D01,18.5308,73.8474,29.85125,85.3925,118.125,32.67818306881834,55.676900283173126,239,60.7,0,230.74,299.97,18.5,R05,9,80,11.3,5952.6,167.6
2020-05-28 04:00:00,D01,18.5308,73.8474,29.56833333333333,85.18333333333334,118.5,32.64060322852117,55.59223863189893,238,54.4,0,271.78,353.31,24.9,R02,6,80,6.1,8707.7,262.6
2020-05-28 05:00:00,D01,18.5308,73.8474,29.285416666666663,84.97416666666666,118.875,32.603023388223995,55.507576980624734,241,52.0,0,259.03,336.74,15.5,R04,15,80,7.6,8507.1,219.5
2020-05-28 06:00:00,D01,18.5308,73.8474,29.0025,84.765,119.25,32.565443547926826,55.42291532935053,1256,29.1,0,550.01,715.01,14.3,R02,42,80,37.4,27088.4,385.5
2020-05-28 07:00:00,D01,18.5308,73.8474,28.719583333333333,84.55583333333333,119.625,32.52786370762965,55.338253678076335,1098,28.2,0,529.64,688.54,19.3,R02,47,80,65.7,26410.2,517.2
2020-05-28 08:00:00,D01,18.5308,73.8474,28.436666666666667,84.34666666666666,120.0,32.49028386733248,55.25359202680214,1906,14.4,1,577.08,750.21,10.6,R03,110,80,145.1,28898.1,447.2
2020-05-28 09:00:00,D01,18.5308,73.8474,28.15375,84.1375,120.375,32.4527040270353,55.16893037552794,1921,11.9,1,689.69,896.6,22.1,R03,86,80,129.1,26429.0,485.0
2020-05-28 10:00:00,D01,18.5308,73.8474,27.870833333333334,83.92833333333333,120.75,32.415124186738126,55.08426872425375,2440,12.4,1,654.66,851.05,21.2,R01,87,80,192.0,17443.1,675.7
2020-05-28 11:00:00,D01,18.5308,73.8474,27.587916666666665,83.71916666666667,121.125,32.37754434644096,54.99960707297954,1310,26.9,0,675.19,877.75,24.0,R02,28,80,48.1,20994.4,466.2
2020-05-28 12:00:00,D01,18.5308,73.8474,27.305,83.50999999999999,121.5,32.33996450614378,54.91494542170535,1231,33.7,0,684.22,889.49,13.9,R01,52,80,64.5,19536.3,1046.9
2020-05-28 13:00:00,D01,18.5308,73.8474,27.02208333333333,83.30083333333333,121.875,32.30238466584661,54.83028377043115,1420,31.3,0,644.72,838.13,15.2,R05,55,80,56.5,19429.5,594.3
2020-05-28 14:00:00,D01,18.5308,73.8474,26.739166666666662,83.09166666666667,122.25,32.26480482554943,54.74562211915695,1231,25.4,0,727.43,945.65,14.8,R04,47,80,46.8,20301.3,468.5
2020-05-28 15:00:00,D01,18.5308,73.8474,26.45625,82.8825,122.625,32.22722498525226,54.66096046788275,1082,31.6,0,770.5,1001.65,24.3,R04,27,80,38.3,17094.7,634.9
2020-05-28 16:00:00,D01,18.5308,73.8474,26.17333333333333,82.67333333333333,123.0,32.18964514495509,54.57629881660856,1231,30.1,0,688.0,894.41,19.7,R05,37,80,71.7,17800.1,441.0
2020-05-28 17:00:00,D01,18.5308,73.8474,25.890416666666667,82.46416666666667,123.375,32.15206530465791,54.49163716533436,2407,10.1,1,662.33,861.03,24.7,R01,88,80,182.3,16054.8,342.4
2020-05-28 18:00:00,D01,18.5308,73.8474,25.6075,82.255,123.75,32.11448546436074,54.40697551406016,1990,16.1,1,674.05,876.27,19.3,R03,69,80,107.0,21434.0,464.8
2020-05-28 19:00:00,D01,18.5308,73.8474,25.324583333333333,82.04583333333333,124.125,32.07690562406356,54.32231386278596,2567,12.0,1,643.81,836.96,22.7,R01,98,80,66.4,22003.3,379.9
2020-05-28 20:00:00,D01,18.5308,73.8474,25.041666666666664,81.83666666666667,124.5,32.039325783766394,54.237652211511765,1069,30.1,0,682.34,887.05,20.5,R02,35,80,75.8,57830.4,422.8
2020-05-28 21:00:00,D01,18.5308,73.8474,24.75875,81.6275,124.875,32.00174594346922,54.15299056023757,1175,30.1,0,701.17,911.52,19.2,R02,28,80,50.9,17610.2,512.7
2020-05-28 22:00:00,D01,18.5308,73.8474,24.47583333333333,81.41833333333334,125.25,31.964166103172044,54.068328908963366,261,56.1,0,655.27,851.85,10.7,R02,6,80,17.4,19626.1,164.7
2020-05-28 23:00:00,D01,18.5308,73.8474,24.192916666666665,81.20916666666666,125.625,31.92658626287487,53.98366725768917,240,57.8,0,243.5,316.55,22.5,R05,11,80,11.1,7151.9,173.8
2020-05-29 00:00:00,D01,18.5308,73.8474,23.91,81.0,126.0,31.889006422577697,53.899005606414974,231,58.0,0,264.64,344.03,20.8,R04,4,80,11.5,8056.0,262.7
2020-05-29 01:00:00,D01,18.5308,73.8474,23.985,80.39,125.41666666666669,31.92928523906803,53.984764886009934,221,53.9,0,273.06,354.97,18.9,R04,7,80,13.3,6041.6,239.3
2020-05-29 02:00:00,D01,18.5308,73.8474,24.06,79.78,124.83333333333331,31.96956405555836,54.070524165604894,209,60.0,0,247.76,322.09,12.0,R01,5,80,10.2,6419.0,240.4
2020-05-29 03:00:00,D01,18.5308,73.8474,24.135,79.17,124.25,32.009842872048694,54.156283445199854,252,54.1,0,277.27,360.45,18.8,R03,9,80,14.0,9142.4,250.5
2020-05-29 04:00:00,D01,18.5308,73.8474,24.21,78.56,123.66666666666669,32.05012168853903,54.242042724794814,208,59.4,0,249.28,324.07,17.5,R02,11,80,11.1,8179.2,220.8
2020-05-29 05:00:00,D01,18.5308,73.8474,24.285,77.95,123.08333333333331,32.09040050502936,54.327802004389774,255,55.1,0,268.71,349.33,17.1,R04,13,80,12.9,8444.3,275.5
2020-05-29 06:00:00,D01,18.5308,73.8474,24.36,77.34,122.5,32.13067932151969,54.413561283984734,1080,36.0,0,603.14,784.08,21.2,R05,36,80,30.7,24625.0,434.9
2020-05-29 07:00:00,D01,18.5308,73.8474,24.435,76.73,121.91666666666669,32.17095813801002,54.499320563579694,1122,31.7,0,535.9,696.67,16.0,R03,39,80,53.0,25472.1,515.0
2020-05-29 08:00:00,D01,18.5308,73.8474,24.51,76.12,121.33333333333331,32.21123695450036,54.585079843174654,2177,13.1,1,519.6,675.48,13.4,R01,103,80,75.9,29484.6,361.3
2020-05-29 09:00:00,D01,18.5308,73.8474,24.585,75.51,120.75,32.25151577099069,54.670839122769614,2120,6.4,1,707.97,920.36,19.5,R05,86,80,62.4,29813.1,510.6
2020-05-29 10:00:00,D01,18.5308,73.8474,24.66,74.9,120.16666666666669,32.29179458748102,54.756598402364574,2248,6.3,1,711.08,924.4,21.8,R05,78,80,47.9,21172.5,571.4
2020-05-29 11:00:00,D01,18.5308,73.8474,24.735,74.29,119.58333333333331,32.33207340397136,54.842357681959534,1145,35.1,0,740.04,962.06,18.7,R03,47,80,43.4,18982.9,555.0
2020-05-29 12:00:00,D01,18.5308,73.8474,24.81,73.68,119.0,32.372352220461686,54.928116961554494,1297,32.3,0,777.0,1010.09,19.9,R03,46,80,85.0,20128.3,407.0
2020-05-29 13:00:00,D01,18.5308,73.8474,24.885,73.07,118.41666666666669,32.41263103695202,55.013876241149454,1528,20.2,0,694.75,903.17,22.1,R02,44,80,116.4,16906.9,476.0
2020-05-29 14:00:00,D01,18.5308,73.8474,24.96,72.46000000000001,117.83333333333331,32.45290985344235,55.099635520744414,1282,30.1,0,680.92,885.2,25.0,R05,41,80,102.0,17326.2,579.1
2020-05-29 15:00:00,D01,18.5308,73.8474,25.035,71.85,117.25,32.493188669932685,55.185394800339374,1187,31.0,0,667.09,867.21,11.8,R04,27,80,38.3,18060.6,659.0
2020-05-29 16:00:00,D01,18.5308,73.8474,25.11,71.24,116.66666666666669,32.53346748642302,55.271154079934334,1337,32.5,0,780.46,1014.59,20.8,R02,36,80,59.1,18634.7,437.2
2020-05-29 17:00:00,D01,18.5308,73.8474,25.185,70.63,116.08333333333331,32.57374630291335,55.356913359529294,2345,7.8,1,783.53,1018.59,19.5,R05,92,80,76.0,21904.3,340.0
2020-05-29 18:00:00,D01,18.5308,73.8474,25.26,70.02,115.5,32.614025119403685,55.442672639124254,2530,5.2,1,674.97,877.46,24.6,R05,68,80,51.9,22783.5,338.8
2020-05-29 19:00:00,D01,18.5308,73.8474,25.335,69.41,114.91666666666669,32.65430393589401,55.528431918719214,2590,10.2,1,647.45,841.68,22.5,R04,85,80,169.1,23325.3,391.9
2020-05-29 20:00:00,D01,18.5308,73.8474,25.41,68.8,114.33333333333331,32.69458275238435,55.614191198314174,1040,32.9,0,633.75,823.87,20.0,R02,41,80,51.6,21646.4,439.6
2020-05-29 21:00:00,D01,18.5308,73.8474,25.485,68.19,113.75,32.73486156887468,55.699950477909134,1022,36.8,0,688.7,895.31,11.2,R03,30,80,69.8,20789.6,357.4
2020-05-29 22:00:00,D01,18.5308,73.8474,25.56,67.58,113.16666666666669,32.77514038536501,55.785709757504094,207,57.8,0,723.3,940.29,14.6,R05,8,80,10.2,21789.9,249.3
2020-05-29 23:00:00,D01,18.5308,73.8474,25.635,66.97,112.58333333333331,32.81541920185534,55.871469037099054,241,51.8,0,273.06,354.98,12.9,R04,4,80,15.3,7112.3,209.2
2020-05-30 00:00:00,D01,18.5308,73.8474,25.71,66.36,112.0,32.85569801834568,55.957228316694014,127,57.3,0,217.18,282.34,15.3,R04,3,80,4.2,7640.3,243.4
2020-05-30 01:00:00,D01,18.5308,73.8474,25.59,66.425,111.66666666666669,32.801683988834654,56.04342142468806,151,62.7,0,223.09,290.02,23.3,R05,4,80,4.1,8159.6,217.7
2020-05-30 02:00:00,D01,18.5308,73.8474,25.47,66.49,111.33333333333331,32.74766995932364,56.12961453268212,164,53.6,0,213.25,277.22,18.5,R03,7,80,4.1,6855.9,255.9
2020-05-30 03:00:00,D01,18.5308,73.8474,25.35,66.555,111.0,32.693655929812614,56.21580764067617,153,54.6,0,231.49,300.94,17.6,R02,7,80,11.5,7588.2,186.8
2020-05-30 04:00:00,D01,18.5308,73.8474,25.23,66.62,110.66666666666669,32.6396419003016,56.302000748670224,161,54.5,0,225.08,292.61,18.4,R04,5,80,7.1,9962.0,204.9
2020-05-30 05:00:00,D01,18.5308,73.8474,25.11,66.685,110.33333333333331,32.585627870790574,56.38819385666427,134,60.4,0,200.23,260.3,23.6,R02,2,80,4.8,8087.9,197.0
2020-05-30 06:00:00,D01,18.5308,73.8474,24.99,66.75,110.0,32.53161384127956,56.47438696465832,698,43.8,0,446.37,580.28,23.7,R05,16,80,23.5,32868.1,437.1
2020-05-30 07:00:00,D01,18.5308,73.8474,24.87,66.815,109.66666666666669,32.477599811768535,56.56058007265238,713,45.4,0,437.04,568.15,19.3,R03,30,80,21.8,25620.3,419.3
2020-05-30 08:00:00,D01,18.5308,73.8474,24.75,66.88,109.33333333333331,32.42358578225752,56.64677318064643,1154,34.8,0,454.48,590.83,16.7,R01,58,80,92.2,27101.9,492.9
2020-05-30 09:00:00,D01,18.5308,73.8474,24.63,66.945,109.0,32.369571752746495,56.73296628864048,1234,27.3,0,642.53,835.29,20.1,R03,74,80,87.4,31548.4,675.0
2020-05-30 10:00:00,D01,18.5308,73.8474,24.51,67.01,108.66666666666669,32.31555772323547,56.81915939663453,1338,26.6,0,653.36,849.37,17.9,R01,74,80,103.3,19257.8,690.2
2020-05-30 11:00:00,D01,18.5308,73.8474,24.39,67.075,108.33333333333331,32.261543693724455,56.90535250462858,806,43.5,0,615.2,799.76,20.4,R04,19,80,49.7,20999.2,659.3
2020-05-30 12:00:00,D01,18.5308,73.8474,24.27,67.14,108.0,32.20752966421343,56.99154561262263,954,36.7,0,640.82,833.07,24.0,R05,36,80,19.5,21650.5,527.8
2020-05-30 13:00:00,D01,18.5308,73.8474,24.15,67.205,107.66666666666669,32.153515634702416,57.077738720616686,928,40.5,0,571.89,743.46,10.4,R03,33,80,38.5,19728.2,488.7
2020-05-30 14:00:00,D01,18.5308,73.8474,24.03,67.27,107.33333333333331,32.09950160519139,57.163931828610735,976,36.4,0,582.89,757.75,24.7,R03,32,80,42.2,18176.6,529.5
2020-05-30 15:00:00,D01,18.5308,73.8474,23.91,67.33500000000001,107.0,32.045487575680376,57.25012493660479,645,43.9,0,587.16,763.3,12.0,R01,18,80,33.8,20941.3,537.4
2020-05-30 16:00:00,D01,18.5308,73.8474,23.79,67.4,106.66666666666669,31.991473546169352,57.33631804459884,663,44.4,0,601.33,781.73,18.2,R05,28,80,23.6,22826.5,375.5
2020-05-30 17:00:00,D01,18.5308,73.8474,23.67,67.465,106.33333333333331,31.937459516658333,57.42251115259289,1386,20.9,0,573.55,745.62,10.8,R01,67,80,40.3,20688.1,450.0
2020-05-30 18:00:00,D01,18.5308,73.8474,23.55,67.53,106.0,31.883445487147316,57.50870426058695,1412,28.7,0,539.06,700.78,17.5,R05,60,80,75.2,24838.5,492.3
2020-05-30 19:00:00,D01,18.5308,73.8474,23.43,67.595,105.66666666666669,31.829431457636293,57.594897368581,1570,23.7,0,569.63,740.51,21.4,R05,53,80,35.7,26834.9,533.7
2020-05-30 20:00:00,D01,18.5308,73.8474,23.31,67.66,105.33333333333331,31.775417428125277,57.68109047657505,738,40.3,0,590.75,767.97,10.9,R03,23,80,23.7,66106.4,396.5
2020-05-30 21:00:00,D01,18.5308,73.8474,23.19,67.725,105.0,31.72140339861425,57.7672835845691,705,43.6,0,538.67,700.27,22.3,R04,16,80,32.5,23456.3,518.0
2020-05-30 22:00:00,D01,18.5308,73.8474,23.07,67.79,104.66666666666669,31.66738936910323,57.85347669256315,132,57.7,0,533.99,694.18,22.2,R04,9,80,7.4,21563.8,225.1
2020-05-30 23:00:00,D01,18.5308,73.8474,22.95,67.855,104.33333333333331,31.61337533959221,57.939669800557205,156,55.4,0,200.72,260.94,19.3,R05,5,80,9.9,9595.5,194.7
2020-05-31 00:00:00,D01,18.5308,73.8474,22.83,67.92,104.0,31.55936131008119,58.02586290855125,161,61.1,0,212.92,276.8,14.4,R02,4,80,4.1,7812.6,293.7
2020-05-31 01:00:00,D01,18.5308,73.8474,23.17125,78.10166666666666,104.91666666666669,31.60890068258642,57.875724907961285,164,62.2,0,196.85,255.91,15.7,R05,7,80,11.2,9964.0,254.4
2020-05-31 02:00:00,D01,18.5308,73.8474,23.5125,88.28333333333333,105.83333333333331,31.658440055091653,57.72558690737132,124,60.0,0,202.53,263.29,17.9,R01,3,80,4.1,7552.9,176.0
2020-05-31 03:00:00,D01,18.5308,73.8474,23.85375,98.465,106.75,31.70797942759688,57.57544890678136,146,62.1,0,222.9,289.76,13.1,R03,7,80,5.8,8304.6,174.2
2020-05-31 04:00:00,D01,18.5308,73.8474,24.195,108.64666666666666,107.66666666666669,31.757518800102112,57.425310906191385,164,57.3,0,227.36,295.56,17.5,R03,7,80,12.9,8535.5,249.0
2020-05-31 05:00:00,D01,18.5308,73.8474,24.53625,118.82833333333332,108.58333333333331,31.80705817260734,57.275172905601416,144,51.9,0,215.92,280.69,18.5,R03,4,80,3.7,23855.0,265.2
2020-05-31 06:00:00,D01,18.5308,73.8474,24.8775,129.01,109.5,31.85659754511257,57.125034905011454,818,46.4,0,465.61,605.3,14.8,R03,31,80,62.9,32381.0,536.4
2020-05-31 07:00:00,D01,18.5308,73.8474,25.21875,139.19166666666666,110.41666666666669,31.906136917617804,56.974896904421485,826,39.8,0,478.4,621.92,11.2,R03,30,80,32.3,27519.8,518.0
2020-05-31 08:00:00,D01,18.5308,73.8474,25.56,149.3733333333333,111.33333333333331,31.955676290123037,56.82475890383152,1215,30.8,0,444.39,577.71,13.9,R05,58,80,67.0,30142.9,484.2
2020-05-31 09:00:00,D01,18.5308,73.8474,25.90125,159.555,112.25,32.00521566262827,56.67462090324155,1353,28.6,0,664.36,863.66,11.6,R04,51,80,94.7,31656.5,650.2
2020-05-31 10:00:00,D01,18.5308,73.8474,26.2425,169.73666666666665,113.16666666666669,32.054755035133496,56.524482902651584,1242,33.3,0,655.93,852.71,10.1,R01,67,80,34.3,24267.4,629.2
2020-05-31 11:00:00,D01,18.5308,73.8474,26.58375,179.9183333333333,114.08333333333331,32.104294407638726,56.374344902061615,627,47.5,0,630.09,819.11,21.1,R05,28,80,30.5,22739.0,666.3
2020-05-31 12:00:00,D01,18.5308,73.8474,26.925,190.1,115.0,32.153833780143955,56.224206901471646,845,43.6,0,597.87,777.23,17.1,R03,28,80,63.3,22655.6,504.2
2020-05-31 13:00:00,D01,18.5308,73.8474,27.26625,200.28166666666664,115.91666666666669,32.203373152649185,56.07406890088168,797,42.2,0,622.04,808.66,21.7,R04,31,80,46.2,22265.4,543.0
2020-05-31 14:00:00,D01,18.5308,73.8474,27.6075,210.4633333333333,116.83333333333331,32.25291252515442,55.92393090029172,775,40.4,0,665.73,865.45,10.5,R04,32,80,59.6,22737.9,542.7
2020-05-31 15:00:00,D01,18.5308,73.8474,27.94875,220.645,117.75,32.30245189765965,55.77379289970175,769,40.1,0,615.56,800.23,14.5,R03,20,80,45.5,23132.7,631.5
2020-05-31 16:00:00,D01,18.5308,73.8474,28.29,230.82666666666665,118.66666666666669,32.35199127016488,55.62365489911178,618,44.7,0,602.42,783.15,12.3,R02,27,80,40.1,23339.0,481.7
2020-05-31 17:00:00,D01,18.5308,73.8474,28.63125,241.00833333333333,119.58333333333331,32.40153064267011,55.473516898521815,1523,31.0,0,646.38,840.29,23.2,R04,54,80,35.0,19034.3,495.1
2020-05-31 18:00:00,D01,18.5308,73.8474,28.9725,251.19,120.5,32.45107001517534,55.323378897931846,1330,32.9,0,511.47,664.91,13.5,R05,66,80,62.6,22860.0,463.9
2020-05-31 19:00:00,D01,18.5308,73.8474,29.31375,261.3716666666666,121.41666666666666,32.50060938768057,55.17324089734189,1497,27.8,0,554.15,720.39,19.5,R03,74,80,92.3,25693.8,345.2
